Регион,Год,Число больничных коек,Мощность амбулаторно-поликлинических организаций,Численность врачей всех специальностей,Численность среднего медицинского персонала,Заболеваемость на 1000 человек населения,Среднедушевые денежные доходы населения,Смертность населения в трудоспособном возрасте,Число предприятий и организаций,Выбросы загрязняющих веществ в атмосферный воздух,Улавливание загрязняющих атмосферу веществ,Сброс загрязненных сточных вод в поверхностные водные объекты,Средняя продолжительность жизни,ФО
Ханты-Мансийский автономный округ – Югра,2019,73.8,245.8,57.3,143.1,900.6,53493.0,653.9928240740742,21857.0,1270.0,225.0,83.0,69.34333333333335,ural
Ханты-Мансийский автономный округ – Югра,2020,72.7,249.6,57.5,141.7,845.7,54588.0,653.9928240740742,21857.0,1142.0,239.0,94.0,69.34333333333335,ural
Ханты-Мансийский автономный округ – Югра,2021,74.2,269.4,58.7,142.0,931.2,57012.0,653.9928240740742,21857.0,1231.0,244.0,86.0,69.34333333333335,ural
Челябинская область,2005,120.1,277.1,40.5,107.7,756.9,6554.0,881.0,91972.0,880.0,4363.0,660.0,64.76,ural
Челябинская область,2010,94.0,288.6,43.0,106.7,870.7,16821.0,667.8,105507.0,749.0,4695.0,845.0,68.41,ural
Челябинская область,2015,76.2,298.5,39.4,105.7,862.3,24654.0,641.5,113979.0,627.0,3136.0,725.0,69.9,ural
Челябинская область,2019,73.9,324.0,42.3,98.3,876.7,25432.0,539.6,80405.0,493.0,2131.0,230.0,72.08,ural
Челябинская область,2020,79.9,327.1,42.4,96.9,887.6,26647.0,610.1,75723.0,457.0,1871.0,211.0,70.29,ural
Челябинская область,2021,79.4,339.0,42.6,96.5,963.3,29498.0,653.5,72961.0,467.0,2864.0,279.0,69.16,ural
Чеченская Республика ,2005,65.13999999999999,186.66000000000005,29.94,110.96280487804876,461.7600000000001,25860.23717948718,293.8,7277.0,58.0,0.0,166.34758771929825,72.07,
Чеченская Республика ,2010,82.5,191.5,28.3,110.96280487804876,493.1,25860.23717948718,270.3,10108.0,25.0,0.0,166.34758771929825,71.55,
Чеченская Республика ,2011,74.0,200.2,26.8,111.6,571.4,22884.0,247.4,10430.0,20.0,0.0,82.0,72.13,
Чеченская Республика ,2012,75.6,217.4,26.3,111.6,589.1,22884.0,232.3,10289.0,19.0,107.5,82.0,71.88,
Чеченская Республика ,2013,74.2,200.2,27.0,111.6,637.5,22884.0,219.7,9836.0,21.0,1.0,82.0,73.2,
Чеченская Республика ,2014,63.4,184.6,26.5,111.6,629.7,22884.0,231.8,9656.0,31.0,1.0,82.0,73.06,
Чеченская Республика ,2015,61.6,183.6,27.0,110.96280487804876,604.7,25860.23717948718,224.4,9876.0,21.0,1.0,166.34758771929825,73.45,
Чеченская Республика ,2016,60.5,180.0,28.1,111.6,517.7,22884.0,197.8,10441.0,21.0,1.0,82.0,74.2,
Чеченская Республика ,2017,56.8,177.0,28.0,111.6,501.8,22884.0,185.6,10118.0,15.0,1.0,82.0,74.84,
Чеченская Республика ,2018,58.2,179.4,29.3,111.6,428.3,22884.0,166.1,10000.0,14.0,1.0,82.0,75.43,
Чеченская Республика ,2019,57.3,192.8,29.4,110.96280487804876,395.7,25860.23717948718,164.6,10178.0,16.0,1.0,166.34758771929825,75.88,
Чеченская Республика ,2020,62.9,181.2,32.2,110.96280487804876,309.0,25860.23717948718,232.7,9515.0,16.0,1.0,166.34758771929825,72.11,
Чеченская Республика ,2021,61.4,184.2,32.8,110.96280487804876,506.3,25860.23717948718,220.7,9511.0,16.0,0.6,166.34758771929825,73.0,
Чувашская Республика,2005,112.2,296.1,47.6,118.5,858.6,3958.0,757.0,22464.0,38.0,44.0,121.0,66.34,volga
Чувашская Республика,2010,89.4,300.8,47.6,114.9,936.9,11066.0,674.1,23904.0,31.0,14.0,86.0,68.54,volga
Чувашская Республика,2011,88.6,305.9,48.9,116.5,996.9,12083.0,639.2,23115.0,28.0,11.0,10.0,69.66,volga
Чувашская Республика,2012,87.6,311.2,48.7,115.4,1006.4,13759.0,601.9,23710.0,33.0,10.0,11.0,70.31,volga
Чувашская Республика,2013,88.3,313.3,49.1,114.2,1039.2,14788.0,595.3,24677.0,29.0,9.0,10.0,70.79,volga
Чувашская Республика,2014,85.4,313.8,48.6,111.2,1019.0,16381.0,626.1,25578.0,36.0,13.0,9.0,70.62,volga
Чувашская Республика,2015,83.7,324.1,49.3,114.0,983.4,18141.0,588.1,26017.0,27.0,12.0,37.0,71.35,volga
Чувашская Республика,2016,83.4,324.7,49.3,112.9,934.2,17646.0,576.4,25907.0,25.0,9.0,37.0,71.52,volga
Чувашская Республика,2017,82.6,331.6,49.7,112.0,917.1,17952.0,512.8,24603.0,43.0,9.0,33.0,72.73,volga
Чувашская Республика,2018,82.6,334.7,49.4,109.9,929.3,18462.0,520.6,23799.0,42.0,7.0,84.0,72.95,volga
Чувашская Республика,2019,81.3,338.2,49.5,108.7,864.7,20162.0,506.3,22051.0,37.0,7.0,73.0,73.44,volga
Чувашская Республика,2020,85.5,345.4,50.6,107.6,828.1,21164.0,620.0,20523.0,25.0,7.0,58.0,71.03,volga
Чувашская Республика,2021,81.4,350.4,51.6,107.5,881.0,23619.0,663.6,20124.0,27.0,8.0,59.0,69.99,volga
Чукотский автономный округ,2005,241.8,581.8,78.8,143.5,1189.1,19669.0,1030.1,1881.0,32.0,38.0,4.3,58.48,far_eastern
Чукотский автономный округ,2010,171.2,504.3,76.7,160.9,1213.5,38147.0,1328.4,1356.0,22.0,30.0,5.0,57.49,far_eastern
Чукотский автономный округ,2011,147.7,495.6,76.5,130.8,1246.8,43049.0,1010.6,1309.0,22.0,29.0,5.0,61.58,far_eastern
Чукотский автономный округ,2012,141.8,497.6,73.1,137.4,1172.5,48533.0,1053.2,1300.0,21.0,29.0,5.0,60.79,far_eastern
Чукотский автономный округ,2013,148.9,483.6,73.8,137.4,1122.8,55625.0,987.6,1222.0,21.0,30.0,4.9,62.11,far_eastern
Чукотский автономный округ,2014,152.0,483.8,65.5,143.1,1025.2,59962.0,953.4,1178.0,18.0,27.0,4.9,62.32,far_eastern
Чукотский автономный округ,2015,149.3,486.5,65.0,144.1,1076.3,63308.0,865.8,1143.0,21.0,30.0,4.1,64.16,far_eastern
Чукотский автономный округ,2016,131.1,489.7,69.4,143.9,1289.4,67706.0,827.0,1091.0,21.0,26.0,3.2,64.42,far_eastern
Чукотский автономный округ,2017,133.1,507.6,74.8,148.5,1342.9,73019.0,822.7,1075.0,20.0,26.0,3.1,66.1,far_eastern
Чукотский автономный округ,2018,131.3,471.6,75.5,146.6,1278.3,78812.0,954.6,1090.0,23.0,38.0,3.0,63.58,far_eastern
Чукотский автономный округ,2019,126.9,476.5,71.0,140.8,1149.2,83385.0,801.3,1096.0,18.0,23.0,3.0,68.09,far_eastern
Чукотский автономный округ,2020,128.8,487.6,73.7,142.5,1182.2,89548.0,853.2,1113.0,17.0,21.0,2.9,65.82,far_eastern
Чукотский автономный округ,2021,129.1,467.4,74.1,142.9,1189.2,99905.0,453.7,1100.0,18.0,17.0,2.9,64.87,far_eastern
Ямало-Ненецкий автономный округ,2005,116.0,243.9,53.0,141.5,1178.0,22231.0,653.9928240740742,12292.0,1071.0,0.1,31.0,69.34333333333335,ural
Ямало-Ненецкий автономный округ,2010,99.6,206.5,51.2,139.5,1151.5,43367.0,653.9928240740742,12033.0,886.0,1.0,44.0,69.34333333333335,ural
Ямало-Ненецкий автономный округ,2011,96.1,209.1,48.7,134.3,1180.7,46785.0,458.2,11412.0,834.0,0.1,39.0,70.16,ural
Ямало-Ненецкий автономный округ,2012,93.8,194.5,48.1,130.8,1122.1,52585.0,443.1,11440.0,980.0,0.0,34.0,70.66,ural
Ямало-Ненецкий автономный округ,2013,90.1,201.1,49.1,131.0,1191.9,58829.0,420.6,11690.0,751.0,0.1,25.0,71.23,ural
Ямало-Ненецкий автономный округ,2014,85.3,211.1,47.2,129.6,1132.1,62020.0,437.1,11485.0,580.0,1.0,22.0,71.92,ural
Ямало-Ненецкий автономный округ,2015,86.3,242.1,50.3,140.7,1096.9,67624.0,653.9928240740742,11849.0,632.0,0.4,23.0,69.34333333333335,ural
Ямало-Ненецкий автономный округ,2016,82.0,249.1,50.5,139.9,1180.4,72358.0,424.6,11986.0,749.0,0.3,32.0,72.13,ural
Ямало-Ненецкий автономный округ,2017,78.0,246.0,54.9,148.2,1224.4,76027.0,381.2,10961.0,786.0,0.3,31.0,73.53,ural
Ямало-Ненецкий автономный округ,2018,77.5,245.6,55.1,144.5,1272.0,79398.0,359.9,10034.0,742.0,0.1,29.0,74.07,ural
Ямало-Ненецкий автономный округ,2019,75.9,248.0,56.7,144.7,1291.9,84273.0,653.9928240740742,9308.0,763.0,0.2,29.0,69.34333333333335,ural
Ямало-Ненецкий автономный округ,2020,75.9,251.9,61.0,148.9,1249.4,90130.0,653.9928240740742,8728.0,878.0,0.2,29.0,69.34333333333335,ural
Ямало-Ненецкий автономный округ,2021,76.8,251.1,62.1,151.0,1308.4,96814.0,653.9928240740742,8252.0,949.0,1.0,29.0,69.34333333333335,ural
Ярославская область,2005,131.2,257.0,58.1,110.4,902.6,6321.0,1031.0,21857.0,93.0,60.0,287.0,63.93,central
Ярославская область,2010,115.2,273.3,62.9,109.0,906.6,14491.0,714.2,21857.0,81.0,53.0,240.0,68.39,central
Ярославская область,2011,109.4,274.2,65.8,109.7,896.8,15509.0,639.2,45599.0,78.0,44.0,218.0,69.95,central
Ярославская область,2012,107.5,267.7,58.3,111.5,881.1,18605.0,632.2,46070.0,77.0,46.0,229.0,69.87,central
Ярославская область,2013,105.8,267.0,58.0,109.1,846.1,20664.0,601.6,45897.0,82.0,51.0,211.0,70.45,central
Ярославская область,2014,100.8,268.0,57.7,106.8,840.0,22848.0,611.1,45492.0,88.0,49.0,193.0,70.64,central
Ярославская область,2015,94.3,267.6,52.7,106.2,857.5,26613.0,585.1,21857.0,91.0,51.0,201.0,70.98,central
Ярославская область,2016,92.6,269.7,53.0,105.5,899.9,26768.0,580.1,47136.0,86.0,51.0,179.0,71.21,central
Ярославская область,2017,91.8,270.9,52.8,102.0,894.8,27200.0,537.4,45321.0,76.0,62.0,178.0,71.85,central
Ярославская область,2018,90.8,274.3,53.7,100.7,906.2,27055.0,536.7,40996.0,73.0,17.0,174.0,72.25,central
Ярославская область,2019,86.9,269.0,50.3,93.7,924.9,28667.0,506.8,21857.0,92.0,16.0,169.0,72.92,central
Ярославская область,2020,91.5,290.5,55.2,95.0,818.6,29527.0,616.2,21857.0,84.0,19.0,159.0,70.94,central
Ярославская область,2021,96.4,294.7,54.4,95.6,955.3,33124.0,701.9,21857.0,87.0,15.0,148.0,69.07,central
г. Москва,2005,96.0,335.2,72.7,90.8,679.6,24014.0,485.4,1221514.0,89.0,87.0,1959.0,71.59,central
г. Москва,2010,93.4,322.5,77.7,99.4,696.6,44051.0,389.3,1161505.0,63.0,74.0,909.0,74.15,central
г. Москва,2011,92.7,323.6,77.9,99.6,715.1,47319.0,359.5,1218656.0,61.0,67.0,908.0,75.79,central
г. Москва,2012,89.3,314.2,68.9,96.5,698.6,48935.0,364.3,1281657.0,72.0,47.0,925.0,75.74,central
г. Москва,2013,85.5,314.9,68.6,97.9,684.2,55936.0,352.6,1173170.0,66.0,52.0,946.0,76.37,central
г. Москва,2014,78.6,316.5,66.1,92.8,662.3,55473.0,351.9,1142555.0,68.0,58.0,863.0,76.7,central
г. Москва,2015,67.6,313.7,55.7,90.8,631.4,60535.0,340.7,1171307.0,63.0,42.0,818.0,76.77,central
г. Москва,2016,65.2,311.1,55.4,89.7,645.0,62004.0,326.1,1012397.0,63.0,43.0,825.0,77.08,central
г. Москва,2017,62.1,309.3,55.9,83.3,628.1,65471.0,309.1,1001076.0,60.0,52.0,845.0,77.87,central
г. Москва,2018,62.1,309.4,58.3,82.8,644.5,68386.0,317.4,854131.0,61.0,42.0,855.0,77.84,central
г. Москва,2019,65.1,309.1,61.2,83.8,658.2,75891.0,313.5,720314.0,75.0,93.0,820.0,78.36,central
г. Москва,2020,71.6,328.0,69.9,90.3,632.6,78106.0,374.0,620458.0,60.0,117.0,799.0,76.2,central
г. Москва,2021,63.5,354.6,72.9,89.0,715.8,88831.0,423.2,569398.0,63.0,182.0,807.0,74.55,central
г. Санкт-Петербург,2005,97.6,328.3,80.0,103.7,724.9,12264.0,731.8,21857.0,53.0,63.0,1188.0,68.03,north_western
г. Санкт-Петербург,2010,89.3,314.7,84.8,99.4,857.1,24824.0,488.8,21857.0,57.0,109.0,1346.0,72.06,north_western
г. Санкт-Петербург,2011,94.8,315.6,87.2,102.0,878.8,26069.0,467.8,367457.0,69.0,123.0,1239.0,73.06,north_western
г. Санкт-Петербург,2012,92.0,315.0,80.6,99.6,883.5,27834.0,445.6,348481.0,69.0,114.0,1215.0,73.43,north_western
г. Санкт-Петербург,2013,91.5,307.7,81.2,98.4,877.2,30498.0,413.5,354354.0,72.0,105.0,1157.0,74.22,north_western
г. Санкт-Петербург,2014,87.0,315.8,81.5,102.0,877.7,33170.0,409.2,357124.0,71.0,109.0,1054.0,74.57,north_western
г. Санкт-Петербург,2015,85.7,309.4,73.8,111.5,931.5,37428.0,414.2,21857.0,73.0,94.0,1023.0,74.42,north_western
г. Санкт-Петербург,2016,83.6,332.8,77.5,110.7,1009.6,39853.0,399.6,355755.0,78.0,97.0,1093.0,74.9,north_western
г. Санкт-Петербург,2017,84.5,336.8,80.7,110.8,999.1,42338.0,380.2,345277.0,87.0,82.0,1033.0,75.45,north_western
г. Санкт-Петербург,2018,83.1,340.0,81.2,107.4,1010.7,44999.0,364.5,314917.0,84.0,69.0,951.0,75.93,north_western
г. Санкт-Петербург,2019,83.5,356.5,84.9,109.2,1003.6,47472.0,358.3,21857.0,67.0,7987.0,975.0,76.31,north_western
г. Санкт-Петербург,2020,82.8,354.6,89.3,110.9,990.2,49375.0,440.4,21857.0,67.0,38.0,971.0,73.99,north_western
г. Санкт-Петербург,2021,84.7,374.2,91.6,110.3,1200.6,57745.0,494.8,21857.0,72.0,33.0,998.0,72.51,north_western
г. Севастополь,2014,70.5,208.3,41.1,82.4,561.8,22884.0,498.9,5690.0,1.0,0.5,19.0,72.28,southern
г. Севастополь,2016,60.2,191.6,40.2,78.3,515.8,26239.0,551.6,10549.0,4.0,2.0,22.0,71.64,southern
г. Севастополь,2017,82.6,198.8,46.8,93.4,531.9,28130.0,436.2,11214.0,5.0,2.0,23.0,73.37,southern
г. Севастополь,2018,80.1,199.5,47.3,90.1,490.8,28834.0,468.7,11422.0,3.0,0.2,25.0,73.63,southern
